ID_Ingreso,Especie,Raza,Edad_Meses,Peso_Kg,Tamano,Estado_Salud,Nivel_Sociabilidad,Esterilizado,Publicaciones,Interacciones_RRSS,Visitas_Recibidas,Costos_Mantenimiento,Dias_Estadia,Nombre,Adoptado,Fecha_Ingreso
PAE-00211,Perro,Mestizo,14,1.0,Grande,En Tratamiento,Bajo,Si,1,206,14,58.91,122,Leo,True,2026-02-23
PAE-00212,Perro,Mestizo,16,8.8,Pequeño,Bueno,Medio,Si,4,306,13,32.44,20,Leo,True,2026-05-29
PAE-00213,Perro,Mestizo,19,2.6,Pequeño,Excelente,Bajo,Si,2,216,11,25.9,61,Felix,True,2026-04-06
PAE-00214,Perro,Labrador,13,9.5,Mediano,Bueno,Alto,No,3,177,2,54.84,19,Jack,False,2026-06-08
PAE-00215,Perro,Mestizo,11,6.6,Mediano,En Tratamiento,Medio,No,0,283,13,87.87,113,Sophie,True,2026-02-14
PAE-00216,Perro,Mestizo,1,14.3,Mediano,Regular,Medio,No,2,161,3,64.53,72,Scout,False,2026-04-12
PAE-00217,Perro,Labrador,11,13.0,Mediano,Bueno,Bajo,No,3,249,8,60.94,62,Tiger,True,2026-04-13
PAE-00218,Perro,Poodle,26,19.7,Mediano,Bueno,Alto,No,1,120,13,91.14,14,Salem,True,2026-06-02
PAE-00219,Perro,Mestizo,28,11.7,Pequeño,Bueno,Alto,No,0,94,9,52.38,40,Shadow,False,2026-05-02
PAE-00220,Gato,Mestizo,12,14.0,Pequeño,Excelente,Medio,No,3,113,9,61.84,39,Daisy,True,2026-04-28
PAE-00221,Perro,Pastor Alemán,33,8.7,Pequeño,Regular,Bajo,Si,6,197,14,36.29,68,Toby,True,2026-04-14
PAE-00222,Perro,Pastor Alemán,17,5.4,Mediano,Regular,Bajo,No,3,135,4,36.16,85,Casper,True,2026-04-02
PAE-00223,Perro,Mestizo,1,17.0,Pequeño,En Tratamiento,Bajo,No,5,138,10,117.03,138,Oreo,True,2026-02-01
PAE-00224,Perro,Bulldog,1,19.5,Mediano,Bueno,Bajo,No,4,184,12,81.61,48,Teddy,False,2026-04-26
PAE-00225,Perro,Mestizo,32,16.2,Mediano,Excelente,Alto,No,2,192,10,75.23,40,Scout,True,2026-04-30
PAE-00226,Perro,Pastor Alemán,13,12.8,Pequeño,Bueno,Alto,No,5,44,13,56.0,2,Casper,False,2026-06-07
PAE-00227,Gato,Mestizo,3,6.2,Mediano,Regular,Alto,Si,1,10,5,39.03,33,Zeus,True,2026-05-19
PAE-00228,Perro,Poodle,1,18.8,Grande,Regular,Medio,Si,1,239,10,83.72,41,Lola,True,2026-04-23
PAE-00229,Gato,Siamés,13,15.5,Pequeño,Bueno,Bajo,No,5,213,13,67.37,53,Sparky,True,2026-05-07
PAE-00230,Perro,Mestizo,22,24.1,Mediano,Bueno,Bajo,No,3,62,10,103.72,82,Oscar,True,2026-04-07
PAE-00231,Gato,Siamés,9,5.1,Mediano,Bueno,Alto,No,2,243,2,32.24,13,Casper,True,2026-06-18
PAE-00232,Perro,Mestizo,5,17.2,Mediano,Bueno,Medio,No,1,243,12,78.69,26,Milo,True,2026-05-09
PAE-00233,Perro,Mestizo,11,15.3,Mediano,Regular,Bajo,No,5,169,1,65.45,117,Daisy,False,2026-03-01
PAE-00234,Perro,Mestizo,32,9.9,Mediano,Bueno,Medio,No,4,395,1,52.74,75,Mia,True,2026-03-30
PAE-00235,Perro,Pastor Alemán,1,20.2,Mediano,Regular,Alto,Si,3,326,5,83.87,44,Milo,False,2026-04-24
PAE-00236,Perro,Mestizo,10,14.4,Pequeño,Bueno,Medio,Si,0,160,14,67.13,7,Duke,False,2026-06-01
PAE-00237,Perro,Labrador,32,6.4,Mediano,Regular,Medio,Si,1,161,12,39.09,38,Lola,True,2026-04-26
PAE-00238,Perro,Labrador,23,11.3,Mediano,Bueno,Medio,No,2,54,5,52.52,23,Max,False,2026-06-07
PAE-00239,Perro,Mestizo,20,6.3,Pequeño,Regular,Medio,No,9,322,11,34.93,25,Nala,True,2026-05-25
PAE-00240,Perro,Mestizo,10,9.2,Mediano,Bueno,Alto,Si,1,224,6,46.1,15,Jack,True,2026-06-01
PAE-00241,Gato,Siamés,18,16.2,Grande,Bueno,Bajo,Si,2,282,13,72.14,55,Simba,False,2026-04-17
PAE-00242,Gato,Angora,11,17.9,Mediano,Bueno,Medio,No,3,10,8,80.64,26,Leo,False,2026-05-18
PAE-00243,Gato,Mestizo,7,13.3,Mediano,Bueno,Medio,No,4,277,2,62.83,36,Lucy,True,2026-05-10
PAE-00244,Perro,Mestizo,5,7.5,Grande,Bueno,Bajo,No,1,149,14,26.26,76,Jasper,True,2026-04-07
PAE-00245,Perro,Mestizo,27,14.3,Mediano,Bueno,Alto,No,2,258,6,69.29,32,Duke,True,2026-05-27
PAE-00246,Gato,Mestizo,17,16.3,Mediano,En Tratamiento,Alto,Si,3,252,6,119.21,91,Romeo,False,2026-03-20
PAE-00247,Perro,Mestizo,21,1.0,Mediano,Bueno,Bajo,No,3,197,7,24.39,78,Coco,True,2026-04-07
PAE-00248,Gato,Mestizo,19,12.7,Grande,Regular,Medio,Si,6,130,4,63.69,67,Lola,True,2026-04-09
PAE-00249,Gato,Mestizo,23,10.9,Mediano,En Tratamiento,Bajo,No,5,239,2,95.89,144,Bella,True,2026-01-15
PAE-00250,Gato,Mestizo,14,17.7,Mediano,Excelente,Medio,No,3,116,10,71.19,37,Nala,True,2026-05-09
PAE-00251,Perro,Poodle,12,14.3,Mediano,Regular,Alto,No,1,305,10,74.13,21,Rex,True,2026-05-24
PAE-00252,Perro,Pastor Alemán,8,14.9,Grande,Bueno,Medio,No,2,127,12,73.59,36,Bella,False,2026-05-25
PAE-00253,Gato,Mestizo,1,9.1,Mediano,Excelente,Alto,No,2,202,1,50.61,45,Felix,True,2026-04-28
PAE-00254,Perro,Labrador,4,12.0,Pequeño,Bueno,Bajo,No,2,125,3,53.05,79,Oliver,True,2026-03-31
PAE-00255,Perro,Mestizo,13,17.7,Grande,En Tratamiento,Medio,No,2,215,11,115.31,114,Sasha,True,2026-03-06
PAE-00256,Perro,Pastor Alemán,1,11.6,Mediano,Excelente,Bajo,No,6,96,7,53.46,66,Felix,False,2026-04-20
PAE-00257,Gato,Mestizo,1,13.0,Pequeño,Bueno,Bajo,Si,4,119,13,64.97,55,Coco,False,2026-04-14
PAE-00258,Perro,Bulldog,30,2.8,Mediano,Bueno,Alto,No,3,429,4,15.0,3,Lucy,True,2026-06-01
PAE-00259,Perro,Mestizo,20,11.6,Mediano,Regular,Bajo,No,2,284,0,51.93,120,Tequila,True,2026-02-16
PAE-00260,Perro,Mestizo,12,1.0,Grande,Excelente,Medio,No,1,236,11,31.89,44,Sam,True,2026-04-19
PAE-00261,Perro,Mestizo,45,8.9,Pequeño,Regular,Medio,No,1,251,11,44.38,71,Duke,True,2026-04-16
PAE-00262,Gato,Mestizo,1,12.4,Grande,Regular,Bajo,No,4,230,2,58.52,112,Lola,False,2026-03-03
PAE-00263,Perro,Mestizo,29,16.6,Mediano,Regular,Medio,No,5,191,4,72.98,91,Apollo,True,2026-03-05
PAE-00264,Perro,Mestizo,16,6.0,Pequeño,En Tratamiento,Medio,No,4,275,13,89.64,85,Felix,True,2026-04-02
PAE-00265,Gato,Siamés,27,14.2,Grande,Regular,Medio,Si,1,117,5,63.23,79,Lucy,False,2026-03-25
PAE-00266,Perro,Mestizo,19,20.8,Mediano,Excelente,Medio,Si,4,359,1,78.86,35,Luna,True,2026-05-21
PAE-00267,Perro,Mestizo,1,8.2,Pequeño,Bueno,Alto,No,2,212,12,48.7,14,Oliver,True,2026-06-08
PAE-00268,Perro,Mestizo,19,2.7,Mediano,Bueno,Medio,No,4,280,7,19.17,43,Bruno,True,2026-05-05
PAE-00269,Perro,Mestizo,22,13.7,Grande,Bueno,Alto,No,1,357,12,55.62,38,Canela,True,2026-05-14
PAE-00270,Perro,Labrador,1,4.8,Pequeño,Bueno,Alto,No,2,249,11,39.6,4,Garfield,True,2026-06-01
PAE-00271,Gato,Mestizo,41,7.1,Pequeño,Bueno,Alto,No,4,118,6,43.52,44,Romeo,True,2026-04-19
PAE-00272,Gato,Mestizo,21,17.5,Pequeño,Bueno,Medio,No,1,321,6,74.56,55,Milo,True,2026-04-22
PAE-00273,Gato,Mestizo,26,23.3,Pequeño,En Tratamiento,Medio,No,3,369,14,147.19,111,Salem,True,2026-02-25
PAE-00274,Gato,Mestizo,4,6.0,Mediano,Excelente,Bajo,No,3,10,10,40.86,70,Thor,True,2026-04-21
PAE-00275,Perro,Mestizo,26,7.6,Mediano,En Tratamiento,Medio,No,7,189,6,83.1,117,Tequila,True,2026-02-27
PAE-00276,Perro,Pastor Alemán,31,9.4,Pequeño,Bueno,Medio,Si,4,229,4,48.72,42,Tequila,True,2026-05-19
PAE-00277,Gato,Mestizo,21,8.7,Pequeño,Bueno,Medio,Si,3,173,1,44.96,49,Canela,True,2026-04-18
PAE-00278,Perro,Poodle,17,23.6,Pequeño,Regular,Medio,No,1,75,7,94.27,54,Thor,True,2026-05-02
PAE-00279,Perro,Mestizo,7,8.8,Grande,Bueno,Medio,No,3,111,2,46.08,59,Casper,False,2026-04-23
PAE-00280,Gato,Mestizo,15,9.7,Pequeño,Bueno,Bajo,Si,2,15,2,52.7,84,Jack,False,2026-03-14
PAE-00281,Gato,Mestizo,11,21.7,Grande,Bueno,Bajo,Si,3,295,1,86.27,91,Casper,True,2026-03-11
PAE-00282,Perro,Mestizo,24,15.5,Mediano,Bueno,Bajo,No,3,337,1,73.22,113,Oliver,True,2026-02-20
PAE-00283,Perro,Mestizo,7,17.9,Pequeño,En Tratamiento,Bajo,No,2,335,13,113.42,134,Mia,True,2026-02-16
PAE-00284,Perro,Mestizo,24,6.6,Grande,Regular,Medio,Si,5,197,1,39.07,79,Tiger,True,2026-03-28
PAE-00285,Perro,Mestizo,7,8.8,Mediano,Excelente,Medio,Si,3,227,12,42.18,14,Tiger,True,2026-06-01
PAE-00286,Perro,Mestizo,14,5.8,Mediano,Excelente,Medio,No,0,306,5,43.05,23,Shadow,True,2026-05-30
PAE-00287,Perro,Poodle,25,16.8,Grande,Bueno,Medio,No,2,176,7,65.77,54,Lucy,True,2026-04-16
PAE-00288,Perro,Poodle,9,19.4,Pequeño,Excelente,Bajo,Si,2,105,2,81.53,70,Toby,True,2026-03-26
PAE-00289,Perro,Mestizo,25,8.4,Pequeño,Bueno,Medio,No,1,142,5,40.24,79,Scout,True,2026-04-06
PAE-00290,Perro,Mestizo,24,9.8,Mediano,Excelente,Bajo,No,3,217,2,46.51,93,Leo,True,2026-03-21
PAE-00291,Perro,Mestizo,14,10.1,Pequeño,Bueno,Medio,No,7,128,8,44.58,27,Fiona,False,2026-05-26
PAE-00292,Perro,Mestizo,31,2.7,Pequeño,Excelente,Bajo,No,1,247,14,25.37,68,Molly,True,2026-03-30
PAE-00293,Gato,Siamés,18,8.0,Pequeño,Bueno,Medio,No,6,64,0,43.99,26,Manchas,False,2026-06-03
PAE-00294,Perro,Labrador,31,16.6,Pequeño,Regular,Medio,No,6,175,6,64.59,63,Buster,True,2026-04-03
PAE-00295,Perro,Mestizo,39,6.7,Mediano,Bueno,Medio,No,3,240,7,41.73,49,Scout,False,2026-04-20
PAE-00296,Perro,Mestizo,15,12.6,Pequeño,En Tratamiento,Bajo,Si,2,213,8,96.02,124,Duke,False,2026-02-13
PAE-00297,Gato,Persa,25,4.2,Mediano,Regular,Bajo,No,1,126,13,29.68,85,Tiger,False,2026-03-21
PAE-00298,Perro,Mestizo,10,11.1,Mediano,Bueno,Alto,No,5,273,4,62.79,30,Shadow,False,2026-05-06
PAE-00299,Perro,Mestizo,5,8.6,Mediano,Excelente,Medio,No,3,226,5,40.87,36,Salem,False,2026-05-03
PAE-00300,Perro,Labrador,15,4.7,Pequeño,Regular,Medio,Si,1,10,4,29.85,48,Molly,True,2026-05-06
PAE-00301,Perro,Mestizo,1,16.7,Mediano,En Tratamiento,Bajo,No,3,245,9,114.65,153,Milo,False,2026-01-28
PAE-00302,Perro,Mestizo,6,17.1,Pequeño,Regular,Medio,Si,3,157,4,71.42,63,Bruno,True,2026-04-10
PAE-00303,Perro,Bulldog,25,6.2,Mediano,Excelente,Alto,No,6,147,10,38.19,13,Shadow,True,2026-06-14
PAE-00304,Perro,Mestizo,11,10.7,Grande,En Tratamiento,Medio,Si,3,117,10,105.53,85,Sasha,True,2026-04-05
PAE-00305,Perro,Poodle,26,12.3,Mediano,Bueno,Medio,No,3,99,6,57.76,35,Toby,False,2026-04-28
PAE-00306,Gato,Mestizo,21,1.1,Mediano,Regular,Alto,No,1,220,13,24.85,17,Smokey,True,2026-05-31
PAE-00307,Perro,Labrador,40,3.6,Mediano,En Tratamiento,Medio,No,1,254,14,69.03,98,Nala,True,2026-03-06
PAE-00308,Perro,Bulldog,24,19.7,Mediano,Bueno,Bajo,Si,2,215,11,89.55,71,Tiger,True,2026-04-15
PAE-00309,Gato,Mestizo,31,5.6,Grande,En Tratamiento,Bajo,No,6,294,3,87.95,173,Rocky,True,2026-01-06
PAE-00310,Perro,Poodle,22,19.5,Grande,Bueno,Alto,No,5,258,14,89.51,4,Romeo,True,2026-06-26
PAE-00311,Perro,Bulldog,21,3.9,Pequeño,En Tratamiento,Bajo,No,1,10,12,77.39,113,Nala,True,2026-02-28
PAE-00312,Perro,Mestizo,31,16.0,Mediano,Bueno,Medio,Si,2,108,14,73.99,65,Milo,True,2026-04-27
PAE-00313,Perro,Poodle,26,10.1,Grande,En Tratamiento,Alto,Si,2,318,13,91.67,85,Charlie,True,2026-03-26
PAE-00314,Gato,Angora,20,11.0,Grande,Excelente,Alto,No,2,73,5,46.04,22,Casper,True,2026-05-31
PAE-00315,Gato,Mestizo,20,23.1,Mediano,Regular,Alto,No,3,10,3,99.3,60,Canela,True,2026-04-17
PAE-00316,Perro,Mestizo,24,4.5,Mediano,Bueno,Bajo,Si,2,383,12,26.73,56,Garfield,True,2026-04-19
PAE-00317,Perro,Mestizo,9,15.6,Pequeño,Bueno,Alto,No,1,229,1,65.96,42,Duke,True,2026-05-11
PAE-00318,Perro,Mestizo,9,15.3,Grande,Bueno,Alto,No,5,131,1,61.19,41,Leo,True,2026-05-08
PAE-00319,Perro,Mestizo,35,32.1,Pequeño,Regular,Bajo,Si,2,115,11,124.57,107,Bella,True,2026-03-14
PAE-00320,Perro,Mestizo,40,5.5,Mediano,Bueno,Medio,No,3,262,12,39.81,34,Dexter,False,2026-05-19
PAE-00321,Perro,Mestizo,6,8.2,Pequeño,Bueno,Bajo,No,0,247,3,48.64,100,Bruno,False,2026-02-22
PAE-00322,Perro,Mestizo,9,16.9,Pequeño,Bueno,Medio,No,3,232,10,67.54,28,Toby,True,2026-05-05
PAE-00323,Perro,Mestizo,31,10.8,Mediano,En Tratamiento,Alto,No,5,181,4,92.96,102,Milo,True,2026-03-07
PAE-00324,Perro,Mestizo,24,9.2,Grande,Excelente,Bajo,No,2,71,0,38.27,105,Pelusa,True,2026-02-18
PAE-00325,Gato,Mestizo,26,17.7,Pequeño,Bueno,Alto,Si,5,196,2,78.93,31,Tequila,False,2026-05-16
PAE-00326,Perro,Poodle,28,10.4,Mediano,Bueno,Medio,Si,7,306,4,52.34,28,Apollo,True,2026-05-31
PAE-00327,Perro,Mestizo,15,6.6,Pequeño,Bueno,Medio,Si,2,145,7,39.63,29,Smokey,False,2026-05-07
PAE-00328,Perro,Mestizo,21,16.4,Pequeño,Bueno,Alto,No,6,260,3,70.03,25,Scout,True,2026-05-25
PAE-00329,Perro,Mestizo,21,14.3,Mediano,Bueno,Bajo,No,4,159,5,68.17,83,Oscar,True,2026-03-22
PAE-00330,Perro,Mestizo,7,10.1,Mediano,Regular,Medio,No,4,280,11,48.98,68,Luna,True,2026-04-05
PAE-00331,Perro,Mestizo,21,9.8,Pequeño,Regular,Alto,Si,1,102,3,54.22,41,Max,False,2026-05-12
PAE-00332,Gato,Siamés,32,6.5,Pequeño,Bueno,Bajo,No,4,201,4,32.31,71,Salem,True,2026-03-30
PAE-00333,Perro,Mestizo,13,16.4,Pequeño,Excelente,Medio,No,2,245,11,76.58,47,Simba,True,2026-04-30
PAE-00334,Perro,Pastor Alemán,19,9.8,Pequeño,Regular,Medio,No,8,132,6,51.6,31,Shadow,False,2026-05-21
PAE-00335,Perro,Mestizo,20,7.4,Grande,Bueno,Medio,No,3,236,14,44.13,49,Luna,True,2026-05-05
PAE-00336,Perro,Mestizo,14,4.3,Grande,Regular,Bajo,No,5,197,12,28.38,75,Dexter,True,2026-03-26
PAE-00337,Gato,Siamés,26,14.4,Pequeño,Bueno,Alto,No,1,195,14,74.01,21,Manchas,True,2026-06-03
PAE-00338,Perro,Poodle,9,8.9,Mediano,Bueno,Medio,Si,5,132,7,42.75,2,Salem,False,2026-06-26
PAE-00339,Perro,Labrador,33,1.0,Grande,Bueno,Medio,No,3,299,12,29.91,30,Mia,True,2026-05-06
PAE-00340,Perro,Pastor Alemán,25,4.8,Pequeño,Regular,Alto,No,6,105,11,33.97,29,Sparky,False,2026-05-24
PAE-00341,Perro,Mestizo,6,10.6,Grande,Excelente,Medio,No,2,227,9,57.82,56,Mia,True,2026-04-17
PAE-00342,Perro,Bulldog,38,10.8,Grande,Bueno,Medio,Si,2,115,9,59.96,45,Duke,False,2026-04-26
PAE-00343,Perro,Mestizo,20,10.5,Pequeño,Excelente,Medio,No,5,193,14,55.78,17,Felix,False,2026-05-20
PAE-00344,Perro,Bulldog,9,9.7,Pequeño,Regular,Alto,Si,4,264,7,58.34,22,Bailey,True,2026-05-22
PAE-00345,Perro,Mestizo,31,3.1,Grande,En Tratamiento,Medio,No,2,171,10,75.74,118,Oliver,False,2026-02-12
PAE-00346,Perro,Mestizo,23,6.8,Mediano,Bueno,Bajo,No,2,10,12,42.3,62,Manchas,False,2026-04-05
PAE-00347,Perro,Labrador,1,19.1,Pequeño,Bueno,Medio,No,0,65,11,84.21,21,Felix,False,2026-05-13
PAE-00348,Perro,Mestizo,11,18.2,Pequeño,En Tratamiento,Medio,Si,2,10,13,125.68,88,Coco,True,2026-04-03
PAE-00349,Perro,Mestizo,21,15.5,Mediano,Bueno,Alto,No,3,206,6,74.74,22,Smokey,True,2026-05-18
PAE-00350,Perro,Mestizo,1,14.9,Mediano,Bueno,Medio,No,3,199,3,63.1,50,Thor,True,2026-05-07
PAE-00351,Perro,Labrador,19,17.4,Mediano,Bueno,Alto,Si,3,164,3,75.24,2,Jack,True,2026-06-03
PAE-00352,Gato,Persa,19,5.3,Grande,Regular,Medio,No,1,137,1,36.01,73,Garfield,True,2026-04-18
PAE-00353,Perro,Labrador,3,12.2,Pequeño,Excelente,Medio,Si,3,222,8,54.07,8,Romeo,True,2026-06-16
PAE-00354,Perro,Bulldog,21,5.3,Mediano,Regular,Bajo,No,4,55,5,38.3,71,Buster,True,2026-04-16
PAE-00355,Perro,Mestizo,18,5.4,Mediano,Bueno,Medio,No,2,295,12,32.78,36,Oreo,True,2026-05-08
PAE-00356,Perro,Mestizo,3,14.2,Mediano,Excelente,Bajo,No,4,207,10,58.34,82,Shadow,True,2026-04-10
PAE-00357,Perro,Mestizo,29,17.7,Pequeño,Regular,Medio,No,3,105,2,73.86,92,Dexter,False,2026-03-31
PAE-00358,Perro,Mestizo,28,10.8,Grande,Bueno,Bajo,No,6,158,14,57.74,85,Jasper,False,2026-03-23
PAE-00359,Gato,Mestizo,14,21.9,Grande,Excelente,Medio,No,3,186,2,86.42,63,Thor,True,2026-03-31
PAE-00360,Perro,Mestizo,15,13.3,Mediano,Bueno,Medio,Si,4,61,12,56.64,7,Duke,True,2026-06-09
PAE-00361,Perro,Mestizo,26,7.3,Mediano,Regular,Bajo,No,3,267,12,43.28,102,Charlie,False,2026-03-08
PAE-00362,Perro,Labrador,15,5.5,Pequeño,Regular,Alto,No,1,296,10,27.59,7,Dexter,True,2026-06-05
PAE-00363,Perro,Mestizo,1,18.1,Mediano,En Tratamiento,Alto,No,2,211,10,126.21,91,Teddy,True,2026-03-16
PAE-00364,Perro,Bulldog,23,12.8,Mediano,Regular,Alto,No,2,294,11,49.4,5,Lucy,True,2026-06-15
PAE-00365,Gato,Siamés,8,16.1,Mediano,Excelente,Bajo,Si,3,465,13,73.57,42,Bella,True,2026-05-03
PAE-00366,Perro,Poodle,13,1.0,Grande,Bueno,Alto,No,5,12,0,18.03,34,Shadow,True,2026-05-28
PAE-00367,Gato,Angora,35,13.5,Mediano,Regular,Bajo,No,2,205,1,70.31,113,Coco,False,2026-03-03
PAE-00368,Gato,Mestizo,16,8.9,Mediano,Bueno,Medio,No,4,65,4,36.5,50,Rocky,True,2026-04-22
PAE-00369,Perro,Labrador,18,3.6,Mediano,Bueno,Alto,Si,4,356,8,24.5,2,Rocky,True,2026-06-19
PAE-00370,Perro,Bulldog,24,11.6,Pequeño,Bueno,Medio,No,3,224,2,58.27,50,Daisy,False,2026-05-11
PAE-00371,Perro,Mestizo,24,18.6,Mediano,Bueno,Alto,Si,3,130,6,79.69,47,Milo,False,2026-05-12
PAE-00372,Perro,Poodle,6,25.6,Pequeño,En Tratamiento,Medio,No,6,173,5,147.09,95,Casper,True,2026-03-03
PAE-00373,Perro,Mestizo,17,13.5,Mediano,Bueno,Medio,No,4,333,10,53.24,24,Canela,True,2026-05-29
PAE-00374,Perro,Mestizo,18,7.7,Mediano,Bueno,Medio,No,2,245,2,44.21,41,Toby,True,2026-05-21
PAE-00375,Perro,Mestizo,21,7.4,Mediano,En Tratamiento,Alto,No,3,257,10,97.16,89,Romeo,True,2026-03-13
PAE-00376,Perro,Pastor Alemán,21,17.8,Mediano,Bueno,Medio,No,0,348,3,73.54,38,Bruno,True,2026-05-09
PAE-00377,Gato,Persa,49,6.0,Mediano,Bueno,Bajo,No,4,295,12,36.44,56,Toby,False,2026-04-23
PAE-00378,Perro,Bulldog,3,15.7,Pequeño,Bueno,Medio,No,4,312,10,71.83,25,Molly,True,2026-05-11
PAE-00379,Gato,Mestizo,29,13.8,Grande,Regular,Bajo,No,1,187,10,61.17,107,Felix,True,2026-03-07
PAE-00380,Perro,Mestizo,32,13.1,Pequeño,Regular,Alto,No,1,10,4,60.63,87,Thor,False,2026-03-19
PAE-00381,Perro,Mestizo,23,2.6,Pequeño,Regular,Bajo,No,6,210,1,18.89,87,Pelusa,True,2026-03-14
PAE-00382,Perro,Bulldog,10,9.9,Mediano,Regular,Medio,No,2,133,7,42.57,49,Scout,False,2026-04-25
PAE-00383,Perro,Mestizo,37,3.3,Pequeño,Bueno,Alto,Si,1,278,11,33.9,22,Lola,False,2026-06-03
PAE-00384,Gato,Mestizo,1,8.5,Pequeño,Regular,Bajo,No,2,22,11,44.03,85,Jasper,True,2026-03-18
PAE-00385,Perro,Mestizo,9,17.5,Mediano,Regular,Bajo,No,3,282,6,79.0,109,Salem,True,2026-02-20
PAE-00386,Gato,Mestizo,32,19.4,Mediano,Bueno,Medio,Si,1,218,14,85.04,44,Simba,False,2026-05-15
PAE-00387,Perro,Labrador,13,13.3,Mediano,Excelente,Alto,No,3,235,8,56.72,4,Fiona,True,2026-06-23
PAE-00388,Perro,Mestizo,37,8.6,Grande,En Tratamiento,Medio,No,3,261,7,83.5,136,Lola,False,2026-01-26
PAE-00389,Gato,Mestizo,1,21.5,Mediano,Regular,Medio,No,2,197,11,87.27,40,Milo,True,2026-05-19
PAE-00390,Gato,Persa,4,8.5,Grande,Regular,Bajo,Si,2,166,6,45.86,80,Lucy,False,2026-03-17
PAE-00391,Gato,Mestizo,11,5.2,Pequeño,Regular,Alto,No,3,313,14,29.01,28,Sparky,True,2026-05-31
PAE-00392,Perro,Mestizo,23,16.2,Mediano,Bueno,Bajo,Si,6,259,8,69.29,55,Scout,True,2026-04-08
PAE-00393,Perro,Mestizo,15,14.7,Grande,Bueno,Medio,Si,3,268,9,56.57,37,Jack,True,2026-05-05
PAE-00394,Gato,Angora,12,8.7,Mediano,Bueno,Bajo,No,4,191,4,45.41,61,Simba,True,2026-04-18
PAE-00395,Perro,Mestizo,35,12.6,Mediano,Excelente,Bajo,Si,3,210,2,59.48,76,Simba,True,2026-04-08
PAE-00396,Gato,Mestizo,36,14.7,Mediano,Regular,Medio,No,0,198,5,66.27,92,Romeo,True,2026-03-21
PAE-00397,Gato,Mestizo,13,13.2,Pequeño,Bueno,Medio,Si,2,25,8,56.24,30,Luna,False,2026-05-10
PAE-00398,Perro,Mestizo,1,14.8,Mediano,Bueno,Bajo,No,4,61,14,61.71,50,Luna,True,2026-04-20
PAE-00399,Gato,Angora,1,9.0,Mediano,Bueno,Medio,No,1,187,14,40.92,26,Oliver,True,2026-05-30
PAE-00400,Gato,Persa,20,15.2,Grande,Bueno,Medio,No,4,12,5,65.93,42,Scout,True,2026-05-04
PAE-00401,Perro,Mestizo,25,12.1,Pequeño,Bueno,Medio,No,2,188,13,53.81,45,Duke,True,2026-04-18
PAE-00402,Gato,Mestizo,18,9.2,Grande,Bueno,Alto,No,4,110,11,54.15,23,Tequila,False,2026-06-01
PAE-00403,Perro,Mestizo,17,10.5,Grande,Bueno,Bajo,No,2,192,14,60.86,90,Oreo,False,2026-03-13
PAE-00404,Gato,Mestizo,8,11.4,Pequeño,Bueno,Alto,No,5,217,13,59.47,14,Jasper,True,2026-06-12
PAE-00405,Perro,Poodle,25,3.3,Pequeño,En Tratamiento,Bajo,No,2,14,2,72.14,143,Oreo,False,2026-01-14
PAE-00406,Gato,Mestizo,38,8.2,Grande,Bueno,Medio,No,5,232,1,42.04,57,Mia,False,2026-04-30
PAE-00407,Perro,Mestizo,1,12.4,Grande,Bueno,Medio,No,5,155,4,54.16,60,Lucy,True,2026-04-24
PAE-00408,Perro,Pastor Alemán,17,3.9,Mediano,Bueno,Medio,No,1,10,7,28.96,22,Canela,False,2026-05-27
PAE-00409,Gato,Mestizo,6,8.3,Pequeño,Bueno,Medio,No,2,153,7,43.17,36,Lucy,True,2026-05-15
PAE-00410,Perro,Labrador,1,26.3,Mediano,Bueno,Medio,No,2,237,0,101.91,46,Lucy,False,2026-05-11
PAE-00411,Perro,Mestizo,4,5.2,Mediano,Regular,Medio,Si,2,159,11,29.33,24,Canela,True,2026-05-19
PAE-00412,Gato,Mestizo,22,9.7,Pequeño,Regular,Medio,No,5,153,13,39.21,43,Salem,True,2026-05-19
PAE-00413,Gato,Persa,22,7.0,Mediano,Bueno,Bajo,No,2,215,13,34.41,44,Oscar,True,2026-04-19
PAE-00414,Perro,Mestizo,35,11.3,Pequeño,Bueno,Medio,No,3,152,2,56.54,61,Luna,False,2026-04-30
PAE-00415,Perro,Labrador,18,7.1,Pequeño,En Tratamiento,Medio,No,4,173,10,90.05,83,Coco,True,2026-03-30
PAE-00416,Perro,Mestizo,1,10.5,Mediano,Regular,Bajo,Si,4,67,10,54.53,89,Canela,True,2026-03-07
PAE-00417,Perro,Mestizo,15,7.7,Mediano,Regular,Alto,No,3,148,4,39.39,42,Max,True,2026-05-16
PAE-00418,Perro,Pastor Alemán,1,18.3,Pequeño,Excelente,Medio,No,2,388,0,70.84,52,Toby,False,2026-05-08
PAE-00419,Perro,Mestizo,3,12.5,Mediano,Bueno,Medio,No,6,217,12,52.73,26,Canela,True,2026-05-14
PAE-00420,Gato,Angora,24,6.0,Pequeño,Bueno,Medio,No,2,226,5,38.14,53,Rocky,False,2026-05-07
PAE-00421,Gato,Angora,20,17.0,Pequeño,Bueno,Medio,No,2,135,3,76.69,37,Manchas,True,2026-04-29
PAE-00422,Gato,Angora,25,6.3,Pequeño,Bueno,Medio,No,2,160,8,33.62,29,Charlie,True,2026-05-20
